image_id,prompt_id,constraint_id,constraint_type,vlm_label,vlm_reason,parse_status,raw_response
spatial_simple_single_022_gpt-image-1_0,spatial_simple_single_022,spatial_simple_single_022_exist_object_2,object_existence,pass,The metallic paper clip is clearly visible near the top of the image.,success,"{ ""label"": ""pass"", ""reason"": ""The metallic paper clip is clearly visible near the top of the image."" }"
spatial_simple_single_022_gpt-image-1_0,spatial_simple_single_022,spatial_simple_single_022_spatial,spatial_relation,pass,The transparent button is clearly below the metallic paper clip.,success,"{ ""label"": ""pass"", ""reason"": ""The transparent button is clearly below the metallic paper clip."" }"
spatial_simple_single_025_gpt-image-1_0,spatial_simple_single_025,spatial_simple_single_025_exist_object_1,object_existence,pass,The die is clearly visible in the center of the image.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly visible in the center of the image."" }"
spatial_simple_single_025_gpt-image-1_0,spatial_simple_single_025,spatial_simple_single_025_exist_object_2,object_existence,pass,A sewing needle is clearly visible near the bottom of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A sewing needle is clearly visible near the bottom of the image."" }"
spatial_simple_single_025_gpt-image-1_0,spatial_simple_single_025,spatial_simple_single_025_spatial,spatial_relation,pass,The die is clearly above the sewing needle in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly above the sewing needle in the image."" }"
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_exist_object_1,object_existence,pass,The rubber band is clearly visible as the large orange ring.,success,"{ ""label"": ""pass"", ""reason"": ""The rubber band is clearly visible as the large orange ring."" }"
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_exist_object_2,object_existence,pass,The small washer is clearly visible near the bottom center of the image.,success,"{ ""label"": ""pass"", ""reason"": ""The small washer is clearly visible near the bottom center of the image."" }"
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_spatial,spatial_relation,pass,The rubber band is clearly above the small washer in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The rubber band is clearly above the small washer in the image."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_exist_object_1,object_existence,pass,A sewing needle is clearly visible in the foreground.,success,"{ ""label"": ""pass"", ""reason"": ""A sewing needle is clearly visible in the foreground."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_exist_object_2,object_existence,pass,A transparent button-like container is clearly visible in the lower right.,success,"{ ""label"": ""pass"", ""reason"": ""A transparent button-like container is clearly visible in the lower right."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_attr_object_1,attribute,pass,The sewing needle is clearly black and appears matte rather than shiny.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly black and appears matte rather than shiny."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_attr_object_2,attribute,pass,The transparent button appears glossy and white.,success,"{ ""label"": ""pass"", ""reason"": ""The transparent button appears glossy and white."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_exist_object_1,object_existence,pass,The die is clearly visible in the foreground.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly visible in the foreground."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_exist_object_2,object_existence,pass,A safety pin is clearly visible in the lower right of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A safety pin is clearly visible in the lower right of the image."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_attr_object_1,attribute,pass,The die is clearly blue-and-white striped.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly blue-and-white striped."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_attr_object_2,attribute,fail,"The safety pin is blue with a patterned design, but it is not clearly polka-dotted.",success,"{ ""label"": ""fail"", ""reason"": ""The safety pin is blue with a patterned design, but it is not clearly polka-dotted."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_exist_object_1,object_existence,pass,An orange rubber band is clearly visible near the center-left of the image.,success,"{ ""label"": ""pass"", ""reason"": ""An orange rubber band is clearly visible near the center-left of the image."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_exist_object_2,object_existence,pass,A beige binder clip is clearly visible near the upper-right area of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A beige binder clip is clearly visible near the upper-right area of the image."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_attr_object_1,attribute,pass,The rubber band is clearly orange with white polka dots.,success,"{ ""label"": ""pass"", ""reason"": ""The rubber band is clearly orange with white polka dots."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_attr_object_2,attribute,pass,The beige binder clip is clearly black-and-white checkered.,success,"{ ""label"": ""pass"", ""reason"": ""The beige binder clip is clearly black-and-white checkered."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_exist_object_1,object_existence,pass,The tiny coin is clearly visible near the center-left of the image.,success,"{ ""label"": ""pass"", ""reason"": ""The tiny coin is clearly visible near the center-left of the image."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_exist_object_2,object_existence,pass,A marble is clearly visible in the foreground.,success,"{ ""label"": ""pass"", ""reason"": ""A marble is clearly visible in the foreground."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_attr_object_1,attribute,pass,The tiny coin clearly has a black-and-white checkered pattern.,success,"{ ""label"": ""pass"", ""reason"": ""The tiny coin clearly has a black-and-white checkered pattern."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_attr_object_2,attribute,pass,The marble on the right is clearly red-and-white striped.,success,"{ ""label"": ""pass"", ""reason"": ""The marble on the right is clearly red-and-white striped."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_exist_object_1,object_existence,pass,The metallic paper clip is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The metallic paper clip is clearly visible in the image."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_exist_object_2,object_existence,pass,A sewing needle is clearly visible on the right side of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A sewing needle is clearly visible on the right side of the image."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_attr_object_1,attribute,pass,The paper clip is clearly blue-and-white striped.,success,"{ ""label"": ""pass"", ""reason"": ""The paper clip is clearly blue-and-white striped."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_attr_object_2,attribute,pass,The sewing needle is clearly black and appears matte.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly black and appears matte."" }"
cardinality_natural_single_001_gpt-image-1_0,cardinality_natural_single_001,cardinality_natural_single_001_exist_target,object_existence,pass,Several sewing needles are clearly visible on the table.,success,"{ ""label"": ""pass"", ""reason"": ""Several sewing needles are clearly visible on the table."" }"
cardinality_natural_single_001_gpt-image-1_0,cardinality_natural_single_001,cardinality_natural_single_001_cardinality,cardinality,pass,Exactly six clearly visible sewing needles are shown on the desk.,success,"{ ""label"": ""pass"", ""reason"": ""Exactly six clearly visible sewing needles are shown on the desk."" }"
cardinality_natural_single_011_gpt-image-1_0,cardinality_natural_single_011,cardinality_natural_single_011_exist_target,object_existence,pass,A tiny coin is clearly visible near the bottom center of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A tiny coin is clearly visible near the bottom center of the image."" }"
cardinality_natural_single_011_gpt-image-1_0,cardinality_natural_single_011,cardinality_natural_single_011_cardinality,cardinality,pass,Exactly seven tiny coins are clearly visible on the table.,success,"{ ""label"": ""pass"", ""reason"": ""Exactly seven tiny coins are clearly visible on the table."" }"
cardinality_natural_single_021_gpt-image-1_0,cardinality_natural_single_021,cardinality_natural_single_021_exist_target,object_existence,pass,A rubber band is clearly visible in the center of the image.,success,"{ ""label"": ""pass"", ""reason"": ""A rubber band is clearly visible in the center of the image."" }"
cardinality_natural_single_021_gpt-image-1_0,cardinality_natural_single_021,cardinality_natural_single_021_cardinality,cardinality,fail,"There are 7 clearly visible rubber bands, but one appears overlapped and the image does not clearly show exactly seven distinct bands.",success,"{ ""label"": ""fail"", ""reason"": ""There are 7 clearly visible rubber bands, but one appears overlapped and the image does not clearly show exactly seven distinct bands."" }"
cardinality_simple_single_026_gpt-image-1_0,cardinality_simple_single_026,cardinality_simple_single_026_exist_target,object_existence,pass,A row of small washers is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""A row of small washers is clearly visible in the image."" }"
cardinality_simple_single_026_gpt-image-1_0,cardinality_simple_single_026,cardinality_simple_single_026_cardinality,cardinality,pass,Exactly six clearly visible small washers are shown.,success,"{ ""label"": ""pass"", ""reason"": ""Exactly six clearly visible small washers are shown."" }"
cardinality_simple_single_030_gpt-image-1_0,cardinality_simple_single_030,cardinality_simple_single_030_exist_target,object_existence,pass,The transparent buttons are clearly visible in all six objects.,success,"{ ""label"": ""pass"", ""reason"": ""The transparent buttons are clearly visible in all six objects."" }"
cardinality_simple_single_030_gpt-image-1_0,cardinality_simple_single_030,cardinality_simple_single_030_cardinality,cardinality,pass,Exactly six clearly visible transparent buttons are shown.,success,"{ ""label"": ""pass"", ""reason"": ""Exactly six clearly visible transparent buttons are shown."" }"
