image_id,prompt_id,constraint_id,constraint_type,vlm_label,vlm_reason,parse_status,raw_response
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_exist_object_1,object_existence,pass,The rubber band is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The rubber band is clearly visible in the image."" }"
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_exist_object_2,object_existence,pass,The small washer is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The small washer is clearly visible in the image."" }"
spatial_simple_single_028_gpt-image-1_0,spatial_simple_single_028,spatial_simple_single_028_spatial,spatial_relation,pass,The rubber band is clearly above the small washer in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The rubber band is clearly above the small washer in the image."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_exist_object_1,object_existence,pass,The sewing needle is clearly visible in the foreground.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly visible in the foreground."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_exist_object_2,object_existence,fail,There is no clearly visible transparent button in the image.,success,"{ ""label"": ""fail"", ""reason"": ""There is no clearly visible transparent button in the image."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_attr_object_1,attribute,pass,The sewing needle is clearly matte black.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly matte black."" }"
attribute_natural_single_006_gpt-image-1_0,attribute_natural_single_006,attribute_natural_single_006_attr_object_2,attribute,ambiguous,There is no clearly identifiable transparent button in the image.,success,"{
  ""label"": ""ambiguous"",
  ""reason"": ""There is no clearly identifiable transparent button in the image.""
}"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_exist_object_1,object_existence,pass,The die is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly visible in the image."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_exist_object_2,object_existence,pass,The safety pin is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The safety pin is clearly visible in the image."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_attr_object_1,attribute,pass,The die is clearly blue-and-white striped.,success,"{ ""label"": ""pass"", ""reason"": ""The die is clearly blue-and-white striped."" }"
attribute_natural_single_012_gpt-image-1_0,attribute_natural_single_012,attribute_natural_single_012_attr_object_2,attribute,fail,"The safety pin is striped, not polka-dotted.",success,"{ ""label"": ""fail"", ""reason"": ""The safety pin is striped, not polka-dotted."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_exist_object_1,object_existence,fail,No rubber band is clearly visible in the image.,success,"{ ""label"": ""fail"", ""reason"": ""No rubber band is clearly visible in the image."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_exist_object_2,object_existence,fail,A beige binder clip is not clearly visible in the image.,success,"{ ""label"": ""fail"", ""reason"": ""A beige binder clip is not clearly visible in the image."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_attr_object_1,attribute,fail,"The polka-dotted object is a solid ring, not a rubber band.",success,"{ ""label"": ""fail"", ""reason"": ""The polka-dotted object is a solid ring, not a rubber band."" }"
attribute_natural_single_018_gpt-image-1_0,attribute_natural_single_018,attribute_natural_single_018_attr_object_2,attribute,fail,The beige binder clip is not black-and-white checkered; it is covered in a black-and-beige checkered pattern.,success,"{ ""label"": ""fail"", ""reason"": ""The beige binder clip is not black-and-white checkered; it is covered in a black-and-beige checkered pattern."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_exist_object_1,object_existence,ambiguous,It is unclear if the object on the left is a tiny coin or another round object.,success,"{ ""label"": ""ambiguous"", ""reason"": ""It is unclear if the object on the left is a tiny coin or another round object."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_exist_object_2,object_existence,pass,The marble is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The marble is clearly visible in the image."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_attr_object_1,attribute,pass,The tiny coin has a black-and-white checkered pattern.,success,"{ ""label"": ""pass"", ""reason"": ""The tiny coin has a black-and-white checkered pattern."" }"
attribute_simple_single_024_gpt-image-1_0,attribute_simple_single_024,attribute_simple_single_024_attr_object_2,attribute,pass,The marble is clearly red-and-white striped.,success,"{ ""label"": ""pass"", ""reason"": ""The marble is clearly red-and-white striped."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_exist_object_1,object_existence,fail,No metallic paper clip is clearly visible; the paper clip appears to be plastic.,success,"{ ""label"": ""fail"", ""reason"": ""No metallic paper clip is clearly visible; the paper clip appears to be plastic."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_exist_object_2,object_existence,pass,The sewing needle is clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly visible in the image."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_attr_object_1,attribute,fail,The paper clip is blue-and-white striped but does not appear metallic.,success,"{ ""label"": ""fail"", ""reason"": ""The paper clip is blue-and-white striped but does not appear metallic."" }"
attribute_simple_single_030_gpt-image-1_0,attribute_simple_single_030,attribute_simple_single_030_attr_object_2,attribute,pass,The sewing needle is clearly matte black.,success,"{ ""label"": ""pass"", ""reason"": ""The sewing needle is clearly matte black."" }"
cardinality_natural_single_001_gpt-image-1_0,cardinality_natural_single_001,cardinality_natural_single_001_exist_target,object_existence,ambiguous,The objects resemble needles but it is unclear if they are specifically sewing needles.,success,"{ ""label"": ""ambiguous"", ""reason"": ""The objects resemble needles but it is unclear if they are specifically sewing needles."" }"
cardinality_natural_single_001_gpt-image-1_0,cardinality_natural_single_001,cardinality_natural_single_001_cardinality,cardinality,pass,There are exactly 6 clearly visible sewing needles.,success,"{ ""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible sewing needles."" }"
cardinality_natural_single_011_gpt-image-1_0,cardinality_natural_single_011,cardinality_natural_single_011_exist_target,object_existence,pass,Several tiny coins are clearly visible on the table.,success,"{ ""label"": ""pass"", ""reason"": ""Several tiny coins are clearly visible on the table."" }"
cardinality_natural_single_011_gpt-image-1_0,cardinality_natural_single_011,cardinality_natural_single_011_cardinality,cardinality,fail,There are nine clearly visible tiny coins.,success,"{ ""label"": ""fail"", ""reason"": ""There are nine clearly visible tiny coins."" }"
cardinality_natural_single_021_gpt-image-1_0,cardinality_natural_single_021,cardinality_natural_single_021_exist_target,object_existence,ambiguous,"The rings could be rubber bands or metal rings, so object identity is uncertain.",success,"{ ""label"": ""ambiguous"", ""reason"": ""The rings could be rubber bands or metal rings, so object identity is uncertain."" }"
cardinality_natural_single_021_gpt-image-1_0,cardinality_natural_single_021,cardinality_natural_single_021_cardinality,cardinality,pass,There are exactly 7 clearly visible rubber bands.,success,"{ ""label"": ""pass"", ""reason"": ""There are exactly 7 clearly visible rubber bands."" }"
cardinality_simple_single_026_gpt-image-1_0,cardinality_simple_single_026,cardinality_simple_single_026_exist_target,object_existence,pass,Several small washers are clearly visible in the image.,success,"{ ""label"": ""pass"", ""reason"": ""Several small washers are clearly visible in the image."" }"
cardinality_simple_single_026_gpt-image-1_0,cardinality_simple_single_026,cardinality_simple_single_026_cardinality,cardinality,pass,There are exactly 6 clearly visible small washers.,success,"{ ""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible small washers."" }"
cardinality_simple_single_030_gpt-image-1_0,cardinality_simple_single_030,cardinality_simple_single_030_exist_target,object_existence,ambiguous,It is unclear if any of the visible objects are transparent buttons.,success,"{ ""label"": ""ambiguous"", ""reason"": ""It is unclear if any of the visible objects are transparent buttons."" }"
cardinality_simple_single_030_gpt-image-1_0,cardinality_simple_single_030,cardinality_simple_single_030_cardinality,cardinality,pass,There are exactly 6 clearly visible transparent buttons.,success,"{ ""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible transparent buttons."" }"
