constraint_id,prompt_id,constraint_type,check_text,object_1,object_2,relation,relation_text,target_object,target_count,attribute,attribute_1,attribute_2
attribute_natural_single_018_exist_object_2,attribute_natural_single_018,object_existence,The beige binder clip should be clearly visible.,beige binder clip,,,,beige binder clip,,,,
attribute_natural_single_018_attr_object_1,attribute_natural_single_018,attribute,The rubber band should be polka-dotted.,rubber band,,,,rubber band,,polka-dotted,polka-dotted,
attribute_natural_single_018_attr_object_2,attribute_natural_single_018,attribute,The beige binder clip should be black-and-white checkered.,beige binder clip,,,,beige binder clip,,black-and-white checkered,black-and-white checkered,
attribute_simple_single_024_exist_object_1,attribute_simple_single_024,object_existence,The tiny coin should be clearly visible.,tiny coin,,,,tiny coin,,,,
attribute_simple_single_024_exist_object_2,attribute_simple_single_024,object_existence,The marble should be clearly visible.,marble,,,,marble,,,,
attribute_simple_single_024_attr_object_1,attribute_simple_single_024,attribute,The tiny coin should be black-and-white checkered.,tiny coin,,,,tiny coin,,black-and-white checkered,black-and-white checkered,
attribute_simple_single_024_attr_object_2,attribute_simple_single_024,attribute,The marble should be red-and-white striped.,marble,,,,marble,,red-and-white striped,red-and-white striped,
attribute_simple_single_030_exist_object_1,attribute_simple_single_030,object_existence,The metallic paper clip should be clearly visible.,metallic paper clip,,,,metallic paper clip,,,,
attribute_simple_single_030_exist_object_2,attribute_simple_single_030,object_existence,The sewing needle should be clearly visible.,sewing needle,,,,sewing needle,,,,
attribute_simple_single_030_attr_object_1,attribute_simple_single_030,attribute,The metallic paper clip should be blue-and-white striped.,metallic paper clip,,,,metallic paper clip,,blue-and-white striped,blue-and-white striped,
attribute_simple_single_030_attr_object_2,attribute_simple_single_030,attribute,The sewing needle should be matte black.,sewing needle,,,,sewing needle,,matte black,matte black,
