image_id,prompt_id,constraint_id,constraint_type,vlm_label,vlm_reason,parse_status,raw_response
cardinality_simple_single_001_mock_model_0,cardinality_simple_single_001,cardinality_simple_single_001_cardinality,cardinality,pass,Mock VLM agrees: exactly two cups are visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: exactly two cups are visible.""}"
cardinality_natural_single_002_mock_model_0,cardinality_natural_single_002,cardinality_natural_single_002_exist_target,object_existence,pass,Mock VLM agrees: books are visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: books are visible.""}"
cardinality_natural_single_002_mock_model_0,cardinality_natural_single_002,cardinality_natural_single_002_cardinality,cardinality,fail,"Mock VLM agrees: only two books are visible, expected three.",success,"{""label"": ""fail"", ""reason"": ""Mock VLM agrees: only two books are visible, expected three.""}"
attribute_simple_single_001_mock_model_0,attribute_simple_single_001,attribute_simple_single_001_exist_object_1,object_existence,pass,Mock VLM agrees: cup is visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cup is visible.""}"
attribute_simple_single_001_mock_model_0,attribute_simple_single_001,attribute_simple_single_001_exist_object_2,object_existence,pass,Mock VLM agrees: book is visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: book is visible.""}"
attribute_simple_single_001_mock_model_0,attribute_simple_single_001,attribute_simple_single_001_attr_object_1,attribute,pass,Mock VLM agrees: cup is red.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cup is red.""}"
attribute_simple_single_001_mock_model_0,attribute_simple_single_001,attribute_simple_single_001_attr_object_2,attribute,fail,The book color appears uncertain or not clearly blue.,success,"{""label"": ""fail"", ""reason"": ""The book color appears uncertain or not clearly blue.""}"
combo_attr_spatial_simple_001_mock_model_0,combo_attr_spatial_simple_001,combo_attr_spatial_simple_001_exist_object_1,object_existence,pass,Mock VLM agrees: cup is visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cup is visible.""}"
combo_attr_spatial_simple_001_mock_model_0,combo_attr_spatial_simple_001,combo_attr_spatial_simple_001_exist_object_2,object_existence,pass,Mock VLM agrees: book is visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: book is visible.""}"
combo_attr_spatial_simple_001_mock_model_0,combo_attr_spatial_simple_001,combo_attr_spatial_simple_001_attr_object_1,attribute,pass,Mock VLM agrees: cup is red.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cup is red.""}"
combo_attr_spatial_simple_001_mock_model_0,combo_attr_spatial_simple_001,combo_attr_spatial_simple_001_attr_object_2,attribute,pass,Mock VLM agrees: book is blue.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: book is blue.""}"
combo_attr_spatial_simple_001_mock_model_0,combo_attr_spatial_simple_001,combo_attr_spatial_simple_001_spatial,spatial_relation,pass,Mock VLM agrees: cup is left of book.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cup is left of book.""}"
combo_card_spatial_simple_001_mock_model_0,combo_card_spatial_simple_001,combo_card_spatial_simple_001_exist_object_1,object_existence,pass,Mock VLM agrees: cups are visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: cups are visible.""}"
combo_card_spatial_simple_001_mock_model_0,combo_card_spatial_simple_001,combo_card_spatial_simple_001_exist_object_2,object_existence,pass,Mock VLM agrees: book is visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: book is visible.""}"
combo_card_spatial_simple_001_mock_model_0,combo_card_spatial_simple_001,combo_card_spatial_simple_001_cardinality,cardinality,pass,Mock VLM agrees: exactly two cups are visible.,success,"{""label"": ""pass"", ""reason"": ""Mock VLM agrees: exactly two cups are visible.""}"
combo_card_spatial_simple_001_mock_model_0,combo_card_spatial_simple_001,combo_card_spatial_simple_001_spatial,spatial_relation,ambiguous,"The cups and book are visible, but the spatial relation is not completely certain.",success,"{""label"": ""ambiguous"", ""reason"": ""The cups and book are visible, but the spatial relation is not completely certain.""}"
