repair_id,source_image_id,source_prompt_id,repair_strategy,trigger_label_source,source_provider,source_model_name,prompt_family,scene_context_type,composition,before_image_label,after_image_label,image_fixed,is_unnecessary_repair,unnecessary_repair_caused_regression,num_constraints,num_target_constraints,num_targets_fixed,num_regressions,num_hard_regressions,num_soft_regressions,has_regression,regressed_constraint_ids,hard_regressed_constraint_ids,soft_regressed_constraint_ids
repair_human_023_job_0032_gemini_2_5_flash_image_00,job_0032_gemini_2_5_flash_image_00,combined_attribute_cardinality_035,repair_all_failed,human,google,gemini-2.5-flash-image,combined_attribute_cardinality,simple,combined,fail,fail,False,False,False,5,1,0,0,0,0,False,,,
repair_human_024_job_0037_gpt_image_1_00,job_0037_gpt_image_1_00,combined_spatial_attribute_003,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_025_job_0038_gemini_2_5_flash_image_00,job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_human_026_job_0039_gpt_image_1_00,job_0039_gpt_image_1_00,combined_spatial_attribute_017,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,simple,combined,ambiguous,ambiguous,False,False,False,5,1,0,0,0,0,False,,,
repair_human_027_job_0045_gpt_image_1_00,job_0045_gpt_image_1_00,combined_spatial_attribute_035,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_028_job_0046_gemini_2_5_flash_image_00,job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,simple,combined,fail,fail,False,False,False,5,1,1,1,1,0,True,combined_spatial_attribute_029_spatial,combined_spatial_attribute_029_spatial,
repair_human_029_job_0048_gemini_2_5_flash_image_00,job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,ambiguous,False,False,False,5,2,2,1,0,1,True,combined_spatial_attribute_033_identity_object_2,,combined_spatial_attribute_033_identity_object_2
repair_human_030_job_0050_gemini_2_5_flash_image_00,job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_031_job_0051_gpt_image_1_00,job_0051_gpt_image_1_00,combined_spatial_attribute_010,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,ambiguous,False,False,False,5,1,0,0,0,0,False,,,
repair_human_032_job_0052_gemini_2_5_flash_image_00,job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,1,0,0,0,0,False,,,
repair_human_033_job_0053_gpt_image_1_00,job_0053_gpt_image_1_00,combined_spatial_attribute_031,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_human_034_job_0054_gemini_2_5_flash_image_00,job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,2,1,0,0,0,False,,,
repair_human_035_job_0055_gpt_image_1_00,job_0055_gpt_image_1_00,combined_spatial_attribute_025,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_036_job_0059_gpt_image_1_00,job_0059_gpt_image_1_00,combined_spatial_attribute_023,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,simple,combined,ambiguous,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_037_job_0064_gemini_2_5_flash_image_00,job_0064_gemini_2_5_flash_image_00,combined_spatial_attribute_015,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_human_038_job_0065_gpt_image_1_00,job_0065_gpt_image_1_00,combined_spatial_attribute_020,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,1,1,1,1,0,True,combined_spatial_attribute_020_identity_object_2,combined_spatial_attribute_020_identity_object_2,
repair_human_039_job_0069_gpt_image_1_00,job_0069_gpt_image_1_00,combined_spatial_attribute_032,repair_all_failed,human,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,ambiguous,False,False,False,5,1,0,0,0,0,False,,,
repair_human_040_job_0072_gemini_2_5_flash_image_00,job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,2,0,0,0,0,False,,,
repair_human_041_job_0074_gemini_2_5_flash_image_00,job_0074_gemini_2_5_flash_image_00,combined_spatial_cardinality_028,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,simple,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_042_job_0076_gemini_2_5_flash_image_00,job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_043_job_0078_gemini_2_5_flash_image_00,job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_human_044_job_0080_gemini_2_5_flash_image_00,job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,3,0,0,0,0,False,,,
repair_human_045_job_0082_gemini_2_5_flash_image_00,job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,2,1,0,0,0,False,,,
repair_human_046_job_0083_gpt_image_1_00,job_0083_gpt_image_1_00,combined_spatial_cardinality_008,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,2,1,0,0,0,False,,,
repair_human_047_job_0084_gemini_2_5_flash_image_00,job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,1,1,1,0,True,combined_spatial_cardinality_011_cardinality,combined_spatial_cardinality_011_cardinality,
repair_human_048_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,1,1,1,0,True,combined_spatial_cardinality_030_spatial,combined_spatial_cardinality_030_spatial,
repair_human_049_job_0087_gpt_image_1_00,job_0087_gpt_image_1_00,combined_spatial_cardinality_024,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_050_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,simple,combined,ambiguous,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_human_051_job_0090_gemini_2_5_flash_image_00,job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,simple,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_human_052_job_0092_gemini_2_5_flash_image_00,job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,ambiguous,fail,False,False,False,4,1,1,1,1,0,True,combined_spatial_cardinality_027_cardinality,combined_spatial_cardinality_027_cardinality,
repair_human_053_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_human_054_job_0095_gpt_image_1_00,job_0095_gpt_image_1_00,combined_spatial_cardinality_020,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_055_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_056_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_057_job_0102_gemini_2_5_flash_image_00,job_0102_gemini_2_5_flash_image_00,combined_spatial_cardinality_009,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,ambiguous,False,False,False,4,2,1,0,0,0,False,,,
repair_human_058_job_0105_gpt_image_1_00,job_0105_gpt_image_1_00,combined_spatial_cardinality_006,repair_all_failed,human,openai,gpt-image-1,combined_spatial_cardinality,simple,combined,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_059_job_0106_gemini_2_5_flash_image_00,job_0106_gemini_2_5_flash_image_00,combined_spatial_cardinality_002,repair_all_failed,human,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_060_job_0110_gemini_2_5_flash_image_00,job_0110_gemini_2_5_flash_image_00,single_attribute_020,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,simple,single,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_061_job_0114_gemini_2_5_flash_image_00,job_0114_gemini_2_5_flash_image_00,single_attribute_008,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,simple,single,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_062_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,simple,single,ambiguous,ambiguous,False,False,False,4,1,1,1,0,1,True,single_attribute_024_identity_object_1,,single_attribute_024_identity_object_1
repair_human_063_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,simple,single,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_064_job_0126_gemini_2_5_flash_image_00,job_0126_gemini_2_5_flash_image_00,single_attribute_003,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,natural,single,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_065_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,repair_all_failed,human,google,gemini-2.5-flash-image,single_attribute,simple,single,fail,pass,True,False,False,4,2,2,0,0,0,False,,,
repair_human_066_job_0129_gpt_image_1_00,job_0129_gpt_image_1_00,single_attribute_016,repair_all_failed,human,openai,gpt-image-1,single_attribute,natural,single,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_human_067_job_0138_gemini_2_5_flash_image_00,job_0138_gemini_2_5_flash_image_00,single_cardinality_016,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,pass,True,False,False,2,1,1,0,0,0,False,,,
repair_human_068_job_0140_gemini_2_5_flash_image_00,job_0140_gemini_2_5_flash_image_00,single_cardinality_010,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,natural,single,fail,pass,True,False,False,2,1,1,0,0,0,False,,,
repair_human_069_job_0142_gemini_2_5_flash_image_00,job_0142_gemini_2_5_flash_image_00,single_cardinality_021,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,natural,single,fail,ambiguous,False,False,False,2,1,0,0,0,0,False,,,
repair_human_070_job_0144_gemini_2_5_flash_image_00,job_0144_gemini_2_5_flash_image_00,single_cardinality_020,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,natural,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_human_071_job_0148_gemini_2_5_flash_image_00,job_0148_gemini_2_5_flash_image_00,single_cardinality_024,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,pass,True,False,False,2,1,1,0,0,0,False,,,
repair_human_072_job_0150_gemini_2_5_flash_image_00,job_0150_gemini_2_5_flash_image_00,single_cardinality_023,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_human_073_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,repair_all_failed,human,openai,gpt-image-1,single_cardinality,natural,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_human_074_job_0154_gemini_2_5_flash_image_00,job_0154_gemini_2_5_flash_image_00,single_cardinality_018,repair_all_failed,human,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_human_075_job_0160_gemini_2_5_flash_image_00,job_0160_gemini_2_5_flash_image_00,single_spatial_018,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,natural,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_human_076_job_0166_gemini_2_5_flash_image_00,job_0166_gemini_2_5_flash_image_00,single_spatial_004,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,simple,single,ambiguous,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_human_077_job_0171_gpt_image_1_00,job_0171_gpt_image_1_00,single_spatial_014,repair_all_failed,human,openai,gpt-image-1,single_spatial,simple,single,ambiguous,fail,False,False,False,3,1,0,0,0,0,False,,,
repair_human_078_job_0172_gemini_2_5_flash_image_00,job_0172_gemini_2_5_flash_image_00,single_spatial_011,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,natural,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_human_079_job_0174_gemini_2_5_flash_image_00,job_0174_gemini_2_5_flash_image_00,single_spatial_015,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,simple,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_human_080_job_0176_gemini_2_5_flash_image_00,job_0176_gemini_2_5_flash_image_00,single_spatial_019,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,simple,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_human_081_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,repair_all_failed,human,google,gemini-2.5-flash-image,single_spatial,natural,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_vlm_001_job_0001_gpt_image_1_00,job_0001_gpt_image_1_00,combined_attribute_cardinality_001,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,4,4,0,0,0,False,,,
repair_vlm_002_job_0002_gemini_2_5_flash_image_00,job_0002_gemini_2_5_flash_image_00,combined_attribute_cardinality_026,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,1,0,0,0,0,False,,,
repair_vlm_003_job_0003_gpt_image_1_00,job_0003_gpt_image_1_00,combined_attribute_cardinality_025,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,3,1,0,0,0,False,,,
repair_vlm_004_job_0004_gemini_2_5_flash_image_00,job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_005_job_0005_gpt_image_1_00,job_0005_gpt_image_1_00,combined_attribute_cardinality_013,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_006_job_0006_gemini_2_5_flash_image_00,job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,simple,combined,fail,fail,False,False,False,5,1,0,0,0,0,False,,,
repair_vlm_007_job_0007_gpt_image_1_00,job_0007_gpt_image_1_00,combined_attribute_cardinality_020,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,1,0,0,0,0,False,,,
repair_vlm_008_job_0009_gpt_image_1_00,job_0009_gpt_image_1_00,combined_attribute_cardinality_024,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_009_job_0010_gemini_2_5_flash_image_00,job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,pass,pass,False,True,False,5,4,4,0,0,0,False,,,
repair_vlm_010_job_0011_gpt_image_1_00,job_0011_gpt_image_1_00,combined_attribute_cardinality_036,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,simple,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_011_job_0012_gemini_2_5_flash_image_00,job_0012_gemini_2_5_flash_image_00,combined_attribute_cardinality_012,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_012_job_0014_gemini_2_5_flash_image_00,job_0014_gemini_2_5_flash_image_00,combined_attribute_cardinality_017,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_013_job_0016_gemini_2_5_flash_image_00,job_0016_gemini_2_5_flash_image_00,combined_attribute_cardinality_014,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,ambiguous,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_014_job_0017_gpt_image_1_00,job_0017_gpt_image_1_00,combined_attribute_cardinality_016,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,2,1,0,0,0,False,,,
repair_vlm_015_job_0018_gemini_2_5_flash_image_00,job_0018_gemini_2_5_flash_image_00,combined_attribute_cardinality_031,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,simple,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_016_job_0019_gpt_image_1_00,job_0019_gpt_image_1_00,combined_attribute_cardinality_022,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,2,2,0,0,0,False,,,
repair_vlm_017_job_0020_gemini_2_5_flash_image_00,job_0020_gemini_2_5_flash_image_00,combined_attribute_cardinality_006,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,pass,fail,False,True,True,5,2,2,1,1,0,True,combined_attribute_cardinality_006_cardinality,combined_attribute_cardinality_006_cardinality,
repair_vlm_018_job_0023_gpt_image_1_00,job_0023_gpt_image_1_00,combined_attribute_cardinality_018,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,3,2,0,0,0,False,,,
repair_vlm_019_job_0024_gemini_2_5_flash_image_00,job_0024_gemini_2_5_flash_image_00,combined_attribute_cardinality_010,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,ambiguous,fail,False,False,False,5,1,1,0,0,0,False,,,
repair_vlm_020_job_0025_gpt_image_1_00,job_0025_gpt_image_1_00,combined_attribute_cardinality_009,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_021_job_0026_gemini_2_5_flash_image_00,job_0026_gemini_2_5_flash_image_00,combined_attribute_cardinality_030,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,simple,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_vlm_022_job_0027_gpt_image_1_00,job_0027_gpt_image_1_00,combined_attribute_cardinality_021,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,pass,fail,False,True,True,5,2,2,1,1,0,True,combined_attribute_cardinality_021_cardinality,combined_attribute_cardinality_021_cardinality,
repair_vlm_023_job_0028_gemini_2_5_flash_image_00,job_0028_gemini_2_5_flash_image_00,combined_attribute_cardinality_005,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,3,2,0,0,0,False,,,
