image_id,generation_job_id,prompt_id,provider,model_name,sample_id,image_path,generation_status,prompt,timestamp,error_message
repair_job_vlm_0011_gemini_2_5_flash_image_00,repair_job_vlm_0011,repair_vlm_011_job_0012_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0011_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 4 transparent glass coins and one matte black small flat washer on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape.",2026-06-01T03:05:10,
repair_job_vlm_0012_gemini_2_5_flash_image_00,repair_job_vlm_0012,repair_vlm_012_job_0014_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0012_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 5 glossy white standard sewing buttons and one white speckled notebook on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 5 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the notebook has white speckled pattern; apply this pattern to the correct object.",2026-06-01T03:05:16,
repair_job_vlm_0013_gemini_2_5_flash_image_00,repair_job_vlm_0013,repair_vlm_013_job_0016_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0013_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 5 ceramic small paper clips and one reflective metallic cup on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that there are exactly 5 small paper clips; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:05:22,
repair_job_vlm_0014_gpt_image_1_00,repair_job_vlm_0014,repair_vlm_014_job_0017_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0014_gpt_image_1_00.png,success,"A realistic image of exactly 5 glossy white small flat washers and one black-and-white checkered cup on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the object generated is exactly small flat washer; do not replace it with a different object category.
- Make sure that there are exactly 5 small flat washers; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:05:36,
repair_job_vlm_0015_gemini_2_5_flash_image_00,repair_job_vlm_0015,repair_vlm_015_job_0018_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0015_gemini_2_5_flash_image_00.png,success,"A clear image of exactly 5 ceramic thin rubber bands and one red-and-white striped cup on a clean surface with a few unrelated objects.

Important generation instructions:
- Make sure that there are exactly 5 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the thin rubber band has ceramic material; apply this material to the correct object.",2026-06-01T03:05:42,
repair_job_vlm_0016_gpt_image_1_00,repair_job_vlm_0016,repair_vlm_016_job_0019_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0016_gpt_image_1_00.png,success,"A realistic image of exactly 5 reflective metallic thumbtacks and one plastic standard sewing button on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly thumbtack; do not replace it with a different object category.
- Make sure that the standard sewing button has plastic material; apply this material to the correct object.",2026-06-01T03:05:53,
repair_job_vlm_0017_gemini_2_5_flash_image_00,repair_job_vlm_0017,repair_vlm_017_job_0020_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0017_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 3 matte black dice and one yellow-and-green polka-dotted index card on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as index card, not a vague or ambiguous object-like shape.
- Make sure that the index card has yellow-and-green polka-dotted pattern; apply this pattern to the correct object.",2026-06-01T03:06:17,
repair_job_vlm_0018_gpt_image_1_00,repair_job_vlm_0018,repair_vlm_018_job_0023_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0018_gpt_image_1_00.png,success,"A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape.
- Make sure that there are exactly 5 coins; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the marble has matte black material; apply this material to the correct object.",2026-06-01T03:06:30,
repair_job_vlm_0019_gemini_2_5_flash_image_00,repair_job_vlm_0019,repair_vlm_019_job_0024_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0019_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 4 plastic thin rubber bands and one red-and-white striped index card on a workbench with tools.

Important generation instructions:
- Make sure that the index card has red-and-white striped pattern; apply this pattern to the correct object.",2026-06-01T03:06:36,
repair_job_vlm_0020_gpt_image_1_00,repair_job_vlm_0020,repair_vlm_020_job_0025_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0020_gpt_image_1_00.png,success,"A realistic image of exactly 4 glossy white thumbtacks and one matte black tray on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that there are exactly 4 thumbtacks; do not generate more or fewer, and do not add extra target-like objects.
- Make it clear and easy to judge that the thumbtack has glossy white material.",2026-06-01T03:06:47,
repair_job_vlm_0021_gemini_2_5_flash_image_00,repair_job_vlm_0021,repair_vlm_021_job_0026_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0021_gemini_2_5_flash_image_00.png,success,"A clear image of exactly 4 matte black dice and one transparent glass thin rubber band on a clean surface with a few unrelated objects.

Important generation instructions:
- Make sure that there are exactly 4 dice; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:06:53,
repair_job_vlm_0022_gpt_image_1_00,repair_job_vlm_0022,repair_vlm_022_job_0027_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0022_gpt_image_1_00.png,success,"A realistic image of exactly 5 plastic standard sewing buttons and one glossy white marble on a craft table with beads and art supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as marble, not a vague or ambiguous object-like shape.
- Make it clear and easy to judge that the marble has glossy white material.",2026-06-01T03:07:05,
repair_job_vlm_0023_gemini_2_5_flash_image_00,repair_job_vlm_0023,repair_vlm_023_job_0028_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0023_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 3 glossy white small paper clips and one red-and-white striped sheet of paper on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that there are exactly 3 small paper clips; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the small paper clip has glossy white material; apply this material to the correct object.",2026-06-01T03:07:10,
repair_job_vlm_0024_gpt_image_1_00,repair_job_vlm_0024,repair_vlm_024_job_0029_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0024_gpt_image_1_00.png,success,"A realistic image of exactly 6 plastic thin rubber bands and one glossy white die on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 6 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:07:23,
repair_job_vlm_0025_gemini_2_5_flash_image_00,repair_job_vlm_0025,repair_vlm_025_job_0030_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0025_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 3 ceramic small paper clips and one black-and-white checkered food container on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that there are exactly 3 small paper clips; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the small paper clip has ceramic material; apply this material to the correct object.",2026-06-01T03:07:29,
repair_job_vlm_0026_gpt_image_1_00,repair_job_vlm_0026,repair_vlm_026_job_0031_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0026_gpt_image_1_00.png,success,"A realistic image of exactly 4 ceramic small flat washers and one white speckled cup on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as small flat washer, not a vague or ambiguous object-like shape.
- Make sure that there are exactly 4 small flat washers; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:07:39,
repair_job_vlm_0027_gemini_2_5_flash_image_00,repair_job_vlm_0027,repair_vlm_027_job_0032_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0027_gemini_2_5_flash_image_00.png,success,"A clear image of exactly 5 plastic small paper clips and one yellow-and-green polka-dotted napkin on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that there are exactly 5 small paper clips; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the small paper clip has plastic material; apply this material to the correct object.",2026-06-01T03:07:44,
repair_job_vlm_0028_gemini_2_5_flash_image_00,repair_job_vlm_0028,repair_vlm_028_job_0034_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0028_gemini_2_5_flash_image_00.png,success,"A realistic image of exactly 3 ceramic small paper clips and one black-and-white checkered cup on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that there are exactly 3 small paper clips; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:07:49,
repair_job_vlm_0029_gpt_image_1_00,repair_job_vlm_0029,repair_vlm_029_job_0035_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0029_gpt_image_1_00.png,success,"A realistic image of exactly 5 ceramic standard sewing buttons and one glossy white marble on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 5 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:08:01,
repair_job_vlm_0030_gpt_image_1_00,repair_job_vlm_0030,repair_vlm_030_job_0037_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0030_gpt_image_1_00.png,success,"A realistic image of a glossy white standard safety pin inside a transparent glass small box on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that the object generated is exactly standard safety pin; do not replace it with a different object category.
- Make sure that the standard safety pin has glossy white material; apply this material to the correct object.
- Make sure that the standard safety pin is clearly inside the small box.",2026-06-01T03:08:12,
repair_job_vlm_0031_gemini_2_5_flash_image_00,repair_job_vlm_0031,repair_vlm_031_job_0038_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0031_gemini_2_5_flash_image_00.png,success,"A realistic image of a ceramic thin rubber band on top of a yellow-and-green polka-dotted cutting board on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape.
- Make it clear and easy to judge that the thin rubber band has ceramic material.
- Make sure that the cutting board has yellow-and-green polka-dotted pattern; apply this pattern to the correct object.",2026-06-01T03:08:17,
repair_job_vlm_0032_gpt_image_1_00,repair_job_vlm_0032,repair_vlm_032_job_0039_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0032_gpt_image_1_00.png,success,"A clear image of a matte black coin on top of a reflective metallic food container on a clean surface with a few unrelated objects.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category.
- Make it clear and easy to judge that the coin has matte black material.
- Make it clear and easy to judge that the coin is on top of the food container, with both objects visible and the spatial relation easy to judge.",2026-06-01T03:08:28,
repair_job_vlm_0033_gemini_2_5_flash_image_00,repair_job_vlm_0033,repair_vlm_033_job_0040_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0033_gemini_2_5_flash_image_00.png,success,"A realistic image of a ceramic die inside a yellow-and-green polka-dotted small box on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the die has ceramic material.",2026-06-01T03:08:34,
repair_job_vlm_0034_gpt_image_1_00,repair_job_vlm_0034,repair_vlm_034_job_0043_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0034_gpt_image_1_00.png,success,"A realistic image of a red-and-white striped notebook under a ceramic small flat washer on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the object generated is exactly small flat washer; do not replace it with a different object category.
- Make sure that the small flat washer has ceramic material; apply this material to the correct object.
- Make sure that the notebook is clearly under the small flat washer.",2026-06-01T03:08:46,
repair_job_vlm_0035_gpt_image_1_00,repair_job_vlm_0035,repair_vlm_035_job_0045_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0035_gpt_image_1_00.png,success,"A realistic image of a red-and-white striped cutting board under a ceramic small paper clip on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape.
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that the cutting board is clearly under the small paper clip.",2026-06-01T03:08:56,
repair_job_vlm_0036_gemini_2_5_flash_image_00,repair_job_vlm_0036,repair_vlm_036_job_0048_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0036_gemini_2_5_flash_image_00.png,success,"A realistic image of a blue-and-white striped index card under a glossy white die on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the index card is clearly under the die.",2026-06-01T03:09:01,
repair_job_vlm_0037_gpt_image_1_00,repair_job_vlm_0037,repair_vlm_037_job_0049_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0037_gpt_image_1_00.png,success,"A realistic image of a reflective metallic thin rubber band to the right of a plastic bottle cap on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as thin rubber band, not a vague or ambiguous object-like shape.
- Make sure that the thin rubber band has reflective metallic material; apply this material to the correct object.
- Make sure that the thin rubber band is clearly to the right of the bottle cap.",2026-06-01T03:09:13,
repair_job_vlm_0038_gemini_2_5_flash_image_00,repair_job_vlm_0038,repair_vlm_038_job_0050_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0038_gemini_2_5_flash_image_00.png,success,"A realistic image of a glossy white small paper clip inside a white speckled serving bowl on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that the small paper clip has glossy white material; apply this material to the correct object.
- Make sure that the small paper clip is clearly inside the serving bowl.",2026-06-01T03:09:18,
repair_job_vlm_0039_gemini_2_5_flash_image_00,repair_job_vlm_0039,repair_vlm_039_job_0052_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0039_gemini_2_5_flash_image_00.png,success,"A realistic image of a matte black standard sewing button to the left of a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category.
- Make it clear and easy to judge that the standard sewing button is to the left of the coin, with both objects visible and the spatial relation easy to judge.",2026-06-01T03:09:24,
repair_job_vlm_0040_gpt_image_1_00,repair_job_vlm_0040,repair_vlm_040_job_0053_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0040_gpt_image_1_00.png,success,"A realistic image of a black-and-white checkered napkin under a glossy white marble on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the object generated is exactly marble; do not replace it with a different object category.
- Make sure that the marble has glossy white material; apply this material to the correct object.
- Make sure that the napkin is clearly under the marble.",2026-06-01T03:09:33,
repair_job_vlm_0041_gemini_2_5_flash_image_00,repair_job_vlm_0041,repair_vlm_041_job_0054_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0041_gemini_2_5_flash_image_00.png,success,"A realistic image of a glossy white small paper clip to the left of a transparent glass serving bowl on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that the small paper clip has glossy white material; apply this material to the correct object.
- Make sure that the small paper clip is clearly to the left of the serving bowl.",2026-06-01T03:09:38,
repair_job_vlm_0042_gpt_image_1_00,repair_job_vlm_0042,repair_vlm_042_job_0055_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0042_gpt_image_1_00.png,success,"A realistic image of a matte black serving bowl to the right of a white speckled tray on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the tray has white speckled pattern.
- Make sure that the serving bowl is clearly to the right of the tray.",2026-06-01T03:09:48,
repair_job_vlm_0043_gpt_image_1_00,repair_job_vlm_0043,repair_vlm_043_job_0059_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0043_gpt_image_1_00.png,success,"A clear image of a ceramic bottle cap outside a plastic tray on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape.",2026-06-01T03:09:59,
repair_job_vlm_0044_gemini_2_5_flash_image_00,repair_job_vlm_0044,repair_vlm_044_job_0064_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0044_gemini_2_5_flash_image_00.png,success,"A realistic image of a transparent glass coin on top of a matte black tray on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape.",2026-06-01T03:10:04,
repair_job_vlm_0045_gpt_image_1_00,repair_job_vlm_0045,repair_vlm_045_job_0065_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0045_gpt_image_1_00.png,success,"A realistic image of a reflective metallic thin rubber band outside a plastic tray on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that the object generated is exactly thin rubber band; do not replace it with a different object category.
- Make sure that the thin rubber band has reflective metallic material; apply this material to the correct object.
- Make it clear and easy to judge that the thin rubber band is outside the tray, with both objects visible and the spatial relation easy to judge.",2026-06-01T03:10:15,
repair_job_vlm_0046_gpt_image_1_00,repair_job_vlm_0046,repair_vlm_046_job_0067_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0046_gpt_image_1_00.png,success,"A clear image of a black-and-white checkered index card to the right of a white speckled serving bowl on a clean surface with a few unrelated objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as index card, not a vague or ambiguous object-like shape.",2026-06-01T03:10:25,
repair_job_vlm_0047_gpt_image_1_00,repair_job_vlm_0047,repair_vlm_047_job_0069_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0047_gpt_image_1_00.png,success,"A realistic image of a blue-and-white striped cutting board under a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape.
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape.",2026-06-01T03:10:38,
repair_job_vlm_0048_gemini_2_5_flash_image_00,repair_job_vlm_0048,repair_vlm_048_job_0070_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0048_gemini_2_5_flash_image_00.png,success,"A realistic image of a matte black standard sewing button inside a plastic small box on a workbench with tools.

Important generation instructions:
- Make sure that the standard sewing button is clearly inside the small box.",2026-06-01T03:10:43,
repair_job_vlm_0049_gpt_image_1_00,repair_job_vlm_0049,repair_vlm_049_job_0071_gpt_image_1_00,openai,gpt-image-1,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0049_gpt_image_1_00.png,success,"A clear image of a matte black standard sewing button on top of a multicolored serving bowl on a plain desk with soft shadows.

Important generation instructions:
- Make sure that the object generated is exactly standard sewing button; do not replace it with a different object category.
- Make sure that the standard sewing button has matte black material; apply this material to the correct object.
- Make sure that the standard sewing button is clearly on top of the serving bowl.",2026-06-01T03:10:53,
repair_job_vlm_0050_gemini_2_5_flash_image_00,repair_job_vlm_0050,repair_vlm_050_job_0072_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0050_gemini_2_5_flash_image_00.png,success,"A realistic image of a multicolored index card under a transparent glass bottle cap on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the object generated is exactly bottle cap; do not replace it with a different object category.
- Make sure that the bottle cap has transparent glass material; apply this material to the correct object.
- Make sure that the index card is clearly under the bottle cap.",2026-06-01T03:10:58,
repair_job_vlm_0051_gemini_2_5_flash_image_00,repair_job_vlm_0051,repair_vlm_051_job_0074_gemini_2_5_flash_image_00,google,gemini-2.5-flash-image,0,../data/repaired/vlm_triggered/images/repair_job_vlm_0051_gemini_2_5_flash_image_00.png,success,"A clear image of exactly 4 bottle caps outside a tray on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that there are exactly 4 bottle caps; do not generate more or fewer, and do not add extra target-like objects.",2026-06-01T03:11:04,
