image_id,prompt_id,provider,model_name,image_path,prompt,constraint_id,constraint_type,check_text,human_label,human_notes
job_0003_gpt_image_1_00,combined_attribute_cardinality_025,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0003_gpt_image_1_00.png,A realistic image of exactly 6 glossy white coins and one blue-and-white striped napkin on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_025_attr_presence_object_2,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,
job_0003_gpt_image_1_00,combined_attribute_cardinality_025,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0003_gpt_image_1_00.png,A realistic image of exactly 6 glossy white coins and one blue-and-white striped napkin on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_025_attr_binding_object_1,attribute_binding,The coin in object_1 should have the 'glossy white' visual attribute.,,
job_0003_gpt_image_1_00,combined_attribute_cardinality_025,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0003_gpt_image_1_00.png,A realistic image of exactly 6 glossy white coins and one blue-and-white striped napkin on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_025_attr_binding_object_2,attribute_binding,The napkin in object_2 should have the 'blue-and-white striped' visual attribute.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_identity_object_1,object_identity,The object in object_1 should be identifiable as a coin.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_identity_object_2,object_identity,The object in object_2 should be identifiable as a marble.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_cardinality,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_attr_presence_object_1,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_attr_presence_object_2,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_attr_binding_object_1,attribute_binding,The coin in object_1 should have the 'plastic' visual attribute.,,
job_0004_gemini_2_5_flash_image_00,combined_attribute_cardinality_019,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0004_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 plastic coins and one matte black marble on a picnic blanket with many small objects.,combined_attribute_cardinality_019_attr_binding_object_2,attribute_binding,The marble in object_2 should have the 'matte black' visual attribute.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_identity_object_1,object_identity,The object in object_1 should be identifiable as a button.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_identity_object_2,object_identity,The object in object_2 should be identifiable as a marble.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_cardinality,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 5 visible instances.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_attr_presence_object_1,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_attr_presence_object_2,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_attr_binding_object_1,attribute_binding,The button in object_1 should have the 'ceramic' visual attribute.,,
job_0005_gpt_image_1_00,combined_attribute_cardinality_013,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0005_gpt_image_1_00.png,A realistic image of exactly 5 ceramic buttons and one glossy white marble on a shelf full of books and decorations.,combined_attribute_cardinality_013_attr_binding_object_2,attribute_binding,The marble in object_2 should have the 'glossy white' visual attribute.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_identity_object_1,object_identity,The object in object_1 should be identifiable as a thumbtack.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_identity_object_2,object_identity,The object in object_2 should be identifiable as a sheet of paper.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_cardinality,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 5 visible instances.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_attr_presence_object_1,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_attr_presence_object_2,attribute_presence,The visual attribute 'white speckled' should be clearly present in the image.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_attr_binding_object_1,attribute_binding,The thumbtack in object_1 should have the 'matte black' visual attribute.,,
job_0006_gemini_2_5_flash_image_00,combined_attribute_cardinality_034,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0006_gemini_2_5_flash_image_00.png,A clear image of exactly 5 matte black thumbtacks and one white speckled sheet of paper on a clean surface with a few unrelated objects.,combined_attribute_cardinality_034_attr_binding_object_2,attribute_binding,The sheet of paper in object_2 should have the 'white speckled' visual attribute.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_identity_object_1,object_identity,The object in object_1 should be identifiable as a coin.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_identity_object_2,object_identity,The object in object_2 should be identifiable as a die.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_cardinality,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_attr_presence_object_1,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_attr_presence_object_2,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_attr_binding_object_1,attribute_binding,The coin in object_1 should have the 'plastic' visual attribute.,,
job_0007_gpt_image_1_00,combined_attribute_cardinality_020,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0007_gpt_image_1_00.png,A realistic image of exactly 5 plastic coins and one reflective metallic die on a picnic blanket with many small objects.,combined_attribute_cardinality_020_attr_binding_object_2,attribute_binding,The die in object_2 should have the 'reflective metallic' visual attribute.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_identity_object_1,object_identity,The object in object_1 should be identifiable as a marble.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_identity_object_2,object_identity,The object in object_2 should be identifiable as a flat washer.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_cardinality,cardinality,The dominant generated object group corresponding to the requested marble slot should contain exactly 3 visible instances.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_attr_presence_object_1,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_attr_presence_object_2,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_attr_binding_object_1,attribute_binding,The marble in object_1 should have the 'ceramic' visual attribute.,,
job_0008_gemini_2_5_flash_image_00,combined_attribute_cardinality_002,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0008_gemini_2_5_flash_image_00.png,A realistic image of exactly 3 ceramic marbles and one matte black flat washer on a crowded kitchen counter with utensils nearby.,combined_attribute_cardinality_002_attr_binding_object_2,attribute_binding,The flat washer in object_2 should have the 'matte black' visual attribute.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_identity_object_1,object_identity,The object in object_1 should be identifiable as a coin.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_identity_object_2,object_identity,The object in object_2 should be identifiable as a tray.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_cardinality,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 6 visible instances.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_attr_presence_object_1,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_attr_presence_object_2,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_attr_binding_object_1,attribute_binding,The coin in object_1 should have the 'ceramic' visual attribute.,,
job_0009_gpt_image_1_00,combined_attribute_cardinality_024,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0009_gpt_image_1_00.png,A realistic image of exactly 6 ceramic coins and one blue-and-white striped tray on a craft table with beads and art supplies.,combined_attribute_cardinality_024_attr_binding_object_2,attribute_binding,The tray in object_2 should have the 'blue-and-white striped' visual attribute.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_identity_object_1,object_identity,The object in object_1 should be identifiable as a flat washer.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_identity_object_2,object_identity,The object in object_2 should be identifiable as a thumbtack.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_cardinality,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_attr_presence_object_1,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_attr_presence_object_2,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_attr_binding_object_1,attribute_binding,The flat washer in object_1 should have the 'transparent glass' visual attribute.,,
job_0010_gemini_2_5_flash_image_00,combined_attribute_cardinality_023,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0010_gemini_2_5_flash_image_00.png,A realistic image of exactly 5 transparent glass flat washers and one ceramic thumbtack on a cluttered desk with many office supplies.,combined_attribute_cardinality_023_attr_binding_object_2,attribute_binding,The thumbtack in object_2 should have the 'ceramic' visual attribute.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_identity_object_1,object_identity,The object in object_1 should be identifiable as a paper clip.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_identity_object_2,object_identity,The object in object_2 should be identifiable as a die.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_cardinality,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 5 visible instances.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_attr_presence_object_1,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_attr_presence_object_2,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,
job_0011_gpt_image_1_00,combined_attribute_cardinality_036,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0011_gpt_image_1_00.png,A clear image of exactly 5 reflective metallic paper clips and one glossy white die on a plain desk with soft shadows.,combined_attribute_cardinality_036_attr_binding_object_1,attribute_binding,The paper clip in object_1 should have the 'reflective metallic' visual attribute.,,
